image,R,G,B
Canon600D_0102.tiff,0.3722382776901866,0.7813296055108839,0.5009617871399477
PanasonicGX1_0101.tiff,0.32234213403546697,0.7954895127410897,0.5131198531965071
OlympusEPL6_0133.tiff,0.5762169883883199,0.7871609331492117,0.2198900807593584
OlympusEPL6_0078.tiff,0.3985020988377966,0.8027013363979094,0.44369656497079324
Canon600D_0016.tiff,0.35463726762106035,0.7762550708149736,0.521210584551301
SonyA57_0171.tiff,0.27741648612625236,0.7941746274255022,0.5406725019629978
OlympusEPL6_0048.tiff,0.39375201317678843,0.8038363117298533,0.4458772656951378
Canon1DsMkIII_0124.tiff,0.3504431281861906,0.7634268761717629,0.5425578482021076
SonyA57_0133.tiff,0.294340013187879,0.7899214335129205,0.5379480323539181
Canon1DsMkIII_0085.tiff,0.33461110839510416,0.7558592967130305,0.5627718273963994
FujifilmXM1_0079.tiff,0.48345954869111235,0.7853646431621681,0.3866125218486158
NikonD5200_0042.tiff,0.36124498972602037,0.8105980113169315,0.4609044602158708
FujifilmXM1_0172.tiff,0.38151370254036415,0.7775107956401309,0.4999242516991882
PanasonicGX1_0102.tiff,0.3131738865330379,0.7822767265625891,0.5384842057779526
OlympusEPL6_0050.tiff,0.6999147336877902,0.6986313695187546,0.14843710820108008
PanasonicGX1_0193.tiff,0.31871478768032724,0.78315002840765,0.5339446760844995
OlympusEPL6_0056.tiff,0.39011582526619515,0.8216337545427377,0.41560512060473936
PanasonicGX1_0185.tiff,0.32850052149695413,0.7879698812197594,0.5207599002100175
SonyA57_0234.tiff,0.2788012717530933,0.8029321305446332,0.5268489770398288
Canon600D_0197.tiff,0.3703063389846743,0.7799559517798526,0.5045214847664586
PanasonicGX1_0152.tiff,0.3098684575741832,0.7842459198476096,0.5375312792786793
OlympusEPL6_0166.tiff,0.40504830170990813,0.8005756680290121,0.44160443050519793
PanasonicGX1_0140.tiff,0.3186456035248461,0.7879206838376138,0.5269212230828757
SonyA57_0212.tiff,0.28327228465806487,0.7922676389288019,0.5404339007230966
Canon600D_0179.tiff,0.3671366322686884,0.7789404943211929,0.5083919743200729
SonyA57_0019.tiff,0.2781043832724743,0.7971149682115208,0.5359717151658127
OlympusEPL6_0188.tiff,0.42367906738076644,0.7976148153732804,0.42930950858373973
SonyA57_0037.tiff,0.2668798154029387,0.7828360027778153,0.5620880330387277
OlympusEPL6_0164.tiff,0.6037579776031947,0.7638412573283265,0.2280851553336637
SonyA57_0268.tiff,0.2943890181243641,0.8001636459188798,0.5225641068400876
SonyA57_0035.tiff,0.2835366930036436,0.7883446654146951,0.5460033262103358
PanasonicGX1_0030.tiff,0.3262476817435934,0.7912562881872388,0.5171807581117884
PanasonicGX1_0135.tiff,0.5780719726107881,0.7727581837676113,0.2620640835789118
Canon1DsMkIII_0175.tiff,0.6454193917879574,0.7284063157131887,0.22990878176616406
SonyA57_0195.tiff,0.49396504956930243,0.8339170694977148,0.24613177569005618
FujifilmXM1_0078.tiff,0.3488074304816316,0.7711585963057755,0.5325859515463282
Canon600D_0099.tiff,0.6472885026276433,0.7247287857035329,0.23619013852984266
Canon1DsMkIII_0129.tiff,0.35301348847652125,0.7665351908548372,0.536474862537636
SonyA57_0014.tiff,0.2888443862724522,0.8033914163769853,0.5207025567544988
PanasonicGX1_0050.tiff,0.40133209240786744,0.8155374292189342,0.41693075341895197
FujifilmXM1_0063.tiff,0.41118711008220543,0.7773847836885764,0.47602317022568297
SonyA57_0024.tiff,0.39403753464301683,0.8573180747416334,0.33127049372643025
FujifilmXM1_0152.tiff,0.790264789256818,0.5859655060133186,0.17923724117334736
SonyA57_0262.tiff,0.28981700425610823,0.7948686791174594,0.5330946323140765
Canon1DsMkIII_0135.tiff,0.3487706807556165,0.7987142910553191,0.4903208067268437
SonyA57_0016.tiff,0.28225820210476027,0.7939762097744951,0.5384534201365195
NikonD5200_0069.tiff,0.364361895827208,0.8254000413718491,0.43122520864688885
NikonD5200_0028.tiff,0.3421766624676273,0.8115088486155937,0.4736755432583671
FujifilmXM1_0013.tiff,0.4142208139132988,0.7830788100288123,0.46390591137089826
OlympusEPL6_0201.tiff,0.4121250313274817,0.8000962146650746,0.43588875396360144
OlympusEPL6_0197.tiff,0.37318654972057913,0.7845014798455823,0.4952668242753005
SonyA57_0081.tiff,0.28630076626518497,0.7930208362749163,0.5377265331651401
SonyA57_0205.tiff,0.27413380359209294,0.7957693287420533,0.5400016973691414
NikonD5200_0167.tiff,0.29250800656312,0.8072574414522335,0.5126153424512999
FujifilmXM1_0034.tiff,0.40199341651921944,0.7806865776860509,0.47846604947064647
NikonD5200_0193.tiff,0.3173487262394278,0.8061013678353123,0.4994901107411952
NikonD5200_0198.tiff,0.32559798283917474,0.8045061378062824,0.49674523430333944
Canon1DsMkIII_0112.tiff,0.3698847564620124,0.7773973473161656,0.5087618611126692
NikonD5200_0089.tiff,0.5939564427612432,0.7690565748594653,0.23615191883158104
OlympusEPL6_0052.tiff,0.44443872319785444,0.8284710702761378,0.34074903820520447
OlympusEPL6_0101.tiff,0.6425316387537553,0.7366722756679907,0.21087212111267334
SonyA57_0185.tiff,0.2955594367086211,0.7963885065947538,0.5276456821923784
OlympusEPL6_0095.tiff,0.6372468721514543,0.7399543815681896,0.21536930405985463
SonyA57_0057.tiff,0.29179109791797797,0.8037898851575733,0.5184397512673928
PanasonicGX1_0151.tiff,0.3312595514731179,0.788556259938851,0.5181178770020197
Canon1DsMkIII_0242.tiff,0.4474314108047772,0.7948388202430517,0.40992241029233867
Canon600D_0063.tiff,0.41973932784273793,0.788407710852899,0.449702321686044
Canon600D_0194.tiff,0.35757273552752095,0.7761046053887991,0.5194260104207934
SonyA57_0098.tiff,0.28139375667262784,0.794016740141773,0.5388459613658602
PanasonicGX1_0019.tiff,0.34310622432974436,0.7809770092454321,0.5218745345926045
PanasonicGX1_0010.tiff,0.33078415080673257,0.7897597278379591,0.51658631211094
Canon1DsMkIII_0252.tiff,0.35518492331402274,0.7654650099946442,0.536569649462501
OlympusEPL6_0152.tiff,0.39597571192513814,0.8018007112618634,0.44756994423816066
OlympusEPL6_0207.tiff,0.4040616099049427,0.7992619324106847,0.4448759139357448
NikonD5200_0191.tiff,0.3254240268748888,0.8342946631316315,0.4450299066384294
PanasonicGX1_0097.tiff,0.5966297435172638,0.7550136234483654,0.2720062086752687
NikonD5200_0061.tiff,0.4306218376829845,0.8340030607138185,0.34496916910140313
Canon1DsMkIII_0230.tiff,0.34756772099892475,0.75715653371283,0.553091911688813
PanasonicGX1_0108.tiff,0.3295258249643251,0.7874362047874666,0.5209193354747855
FujifilmXM1_0019.tiff,0.35753229203468273,0.7900310323992186,0.4980176984793325
