path,Lr,Lg,Lb
C_5DSR_field_640.tiff,0.34967613236653466,0.8046264701348028,0.4798987872578853
C_5DSR_field_584.tiff,0.3452667390373209,0.8029944952420631,0.48578876018849887
S_IMX135_BLCCSC_field_725.tiff,0.4362107237378573,0.7626178396330987,0.4776339970829546
N_D810_field_1215.tiff,0.35322429993986626,0.7317216813771543,0.5829373679346537
C_5DSR_field_916.tiff,0.35748636250452276,0.8053129218581996,0.47294248964487673
N_D810_field_2015.tiff,0.4688975837140195,0.7723495647337598,0.42849878161171656
N_D810_field_1739.tiff,0.3515506289657218,0.7309892127679701,0.584864878489612
N_D810_field_147.tiff,0.35764458834716073,0.7313441854479726,0.5807116589473913
S_IMX135_BLCCSC_field_256.tiff,0.4350056080480676,0.7573897531537871,0.4869608637091654
N_D810_field_1073.tiff,0.3637495237014883,0.7381299192775768,0.5681993543416065
N_D810_field_858.tiff,0.3702968414726558,0.7383794748788135,0.5636275368300083
N_D810_field_104.tiff,0.40829969941232497,0.7456665553717725,0.5265669412902791
N_D810_field3cam_074.tiff,0.3682754095731426,0.7422513092009485,0.559853745806181
C_5DSR_field_992.tiff,0.3258544093108295,0.7875816104800701,0.5230048859870331
N_D810_field_1054.tiff,0.38096359220979675,0.7720055782830749,0.5087967457742066
N_D810_field_1812.tiff,0.3609588663475898,0.7361040326673085,0.5725902111423047
S_IMX135_BLCCSC_field_309.tiff,0.40173619630532165,0.7510073074920272,0.5240191338793917
N_D810_field_2218.tiff,0.416494730340816,0.7646885920821948,0.49171485307816526
S_IMX135_BLCCSC_field_127.tiff,0.43119641526949365,0.7585490441736293,0.48854170655330087
C_5DSR_field_1396.tiff,0.3247580126143179,0.8327995921378218,0.4483046649075559
C_5DSR_field_466.tiff,0.3623759098230689,0.8102981561541392,0.46054380694251595
N_D810_field_1115.tiff,0.3018249500183011,0.7266892636426945,0.6171097257805038
S_IMX135_BLCCSC_field_983.tiff,0.5334770176206803,0.7626607424945558,0.3657196515477351
N_D810_field_712.tiff,0.41114651122818163,0.7433865809152136,0.5275745801496536
C_5DSR_field_980.tiff,0.33315464898986225,0.7970928492422907,0.503637736417009
N_D810_field_1935.tiff,0.4777662437224807,0.7721230686327094,0.419005230569404
C_5DSR_field_1261.tiff,0.373235870936447,0.8081931277628953,0.4555423722148581
S_IMX135_BLCCSC_field_077.tiff,0.41158063283408786,0.7751438628752083,0.47932595853217874
N_D810_field_1986.tiff,0.47037446290180784,0.7734123729510904,0.4249484274779696
S_IMX135_BLCCSC_field_1255.tiff,0.40698136556824727,0.7558445721639289,0.5128987724790652
C_5DSR_field_219.tiff,0.6690913858241684,0.7190855884442203,0.1877035799011921
C_5DSR_field_730.tiff,0.337132211057128,0.8007968225468587,0.4950417368935543
C_5DSR_field_1092.tiff,0.3568213885453953,0.8052600290002505,0.4735343518384402
N_D810_field_879.tiff,0.33327000030798454,0.7696178606304303,0.5446278137346233
S_IMX135_BLCCSC_field_1071.tiff,0.40024703063108175,0.7501447647342677,0.5263887787679102
N_D810_field_1421.tiff,0.35871081020859574,0.7436419291629658,0.5642014142398752
C_5DSR_field_500.tiff,0.35494840826948426,0.8067430068670269,0.47241649879963715
N_D810_field_337.tiff,0.3773146190292852,0.7307684355618723,0.5688683255844351
N_D810_field_2111.tiff,0.4674313704226497,0.7669968701156145,0.4395721956375936
N_D810_field_1342.tiff,0.3468830397709144,0.7653483280048256,0.542138444993074
N_D810_field_2238.tiff,0.49516760312311237,0.7733946261442891,0.39581535729232037
S_IMX135_BLCCSC_field_784.tiff,0.4363090616755972,0.7610303178476571,0.48007005532156855
C_5DSR_field_607.tiff,0.3297809713510568,0.7996147936570662,0.501857243346672
C_5DSR_field_505.tiff,0.35423545906138804,0.8069786759834928,0.47254910438122344
S_IMX135_BLCCSC_field_084.tiff,0.4311511802766912,0.7603047422795134,0.48584499443062984
N_D810_field_448.tiff,0.24353753796396416,0.6564998059080894,0.7139309997787544
C_5DSR_field_1136.tiff,0.3631847912186451,0.8077696262402075,0.46433289604681766
S_IMX135_BLCCSC_field_331.tiff,0.4405512214461082,0.7618227568304958,0.47491126377200754
S_IMX135_BLCCSC_field_1015.tiff,0.641068919088114,0.7099287963573272,0.2916020320262424
N_D810_field_2275.tiff,0.48158035883714195,0.7833402098050573,0.39301205284934776
N_D810_field_1840.tiff,0.3573627766450679,0.7349884196314175,0.5762671853196559
S_IMX135_BLCCSC_field_1113.tiff,0.6616845202882692,0.7096128127952984,0.24212238956285684
