image,R,G,B
Canon1DsMkIII_0211.tiff,0.5152404274662188,0.8013885681838263,0.3038151817943023
NikonD5200_0112.tiff,0.2502385728154426,0.7843706679984185,0.5675767013003664
SamsungNX2000_0044.tiff,0.31634869753304035,0.8113231550431463,0.4916078108207638
SamsungNX2000_0158.tiff,0.5566247146766709,0.7871025057882161,0.2657791797583592
FujifilmXM1_0094.tiff,0.6855612270490552,0.6961232992016745,0.21311535907946663
Canon1DsMkIII_0215.tiff,0.5744740846691463,0.7624901645569365,0.29763782521293
NikonD5200_0135.tiff,0.5932804090654332,0.7784546566528646,0.205004155456964
FujifilmXM1_0072.tiff,0.4490833943129509,0.7892809489647207,0.4187597026382896
SonyA57_0109.tiff,0.28780515342164537,0.7965969477252353,0.5316027619743733
SamsungNX2000_0155.tiff,0.48526802030115107,0.761899478430965,0.428980341320701
SamsungNX2000_0108.tiff,0.33237065778457003,0.8149902989922798,0.47467942697395965
NikonD5200_0169.tiff,0.5627579624206895,0.7939093390023191,0.2302421272856355
Canon1DsMkIII_0091.tiff,0.37613311140285316,0.7668442096335485,0.5200709957860631
NikonD5200_0186.tiff,0.3096428714073811,0.8100824389849163,0.4978832536196025
SamsungNX2000_0102.tiff,0.31917359872369877,0.7931929784866912,0.5186261782412981
SonyA57_0107.tiff,0.29430921359578444,0.8005987183281739,0.5219423138661172
SamsungNX2000_0080.tiff,0.3907490233482927,0.8169608129799778,0.4241346847493721
Canon1DsMkIII_0173.tiff,0.6966486809708466,0.6816639487908732,0.22364005951620894
Canon1DsMkIII_0037.tiff,0.3772171301918697,0.765684398474758,0.5209938949950932
OlympusEPL6_0132.tiff,0.49580633464643475,0.8226800411005771,0.27816115562605137
Canon1DsMkIII_0114.tiff,0.37153470521448334,0.7737773863497759,0.5130599567252319
Canon1DsMkIII_0176.tiff,0.6827579847590864,0.7040538387260521,0.1953195495152019
FujifilmXM1_0195.tiff,0.413176780435354,0.7817674764285446,0.4670380722249744
FujifilmXM1_0174.tiff,0.4123500888405746,0.7830944762547882,0.46554317253334215
SamsungNX2000_0163.tiff,0.3271286896762191,0.8077287071719024,0.4904703416121379
NikonD5200_0089.tiff,0.5939564427612432,0.7690565748594653,0.23615191883158104
OlympusEPL6_0166.tiff,0.40504830170990813,0.8005756680290121,0.44160443050519793
SonyA57_0098.tiff,0.28139375667262784,0.794016740141773,0.5388459613658602
SamsungNX2000_0145.tiff,0.30234083728037314,0.7942045705520061,0.5270949802710196
SamsungNX2000_0088.tiff,0.6624634476982324,0.7137883143434504,0.22726289351873336
OlympusEPL6_0206.tiff,0.40884116499659356,0.7982816837895702,0.4422615234567856
OlympusEPL6_0120.tiff,0.6250626075198298,0.7476031963039875,0.22446870061675137
