image,R,G,B
Canon600D_0182.tiff,0.3722647862762234,0.7797486057280658,0.5033994842705495
SamsungNX2000_0200.tiff,0.3393626658123534,0.8079069098991546,0.4817877188035539
Canon1DsMkIII_0234.tiff,0.36079796623174104,0.7587577068400617,0.5423205416299944
PanasonicGX1_0063.tiff,0.4312046425324784,0.8117343327042864,0.393890758164703
Canon1DsMkIII_0258.tiff,0.3949009987320017,0.773660058829703,0.49548291047430487
NikonD5200_0170.tiff,0.34080788176921883,0.8120999000899392,0.47364938509185145
Canon1DsMkIII_0061.tiff,0.37508364783430626,0.7731658456542421,0.5113969419551422
SonyA57_0213.tiff,0.28311755965761737,0.7975358128230255,0.5327110611562627
SonyA57_0151.tiff,0.22452017609981306,0.7569315074238634,0.6137144153375793
Canon1DsMkIII_0017.tiff,0.35415967556845673,0.7606945256509109,0.5439804802067637
NikonD5200_0155.tiff,0.49456089595707065,0.7478530241944031,0.4428604457314123
SamsungNX2000_0095.tiff,0.5858226090720948,0.7688776654895215,0.25620110501585897
Canon1DsMkIII_0022.tiff,0.3601622936731875,0.7686202444152473,0.528683309828402
SonyA57_0065.tiff,0.28526743631102697,0.7936747519240618,0.5373107833822185
SonyA57_0223.tiff,0.2636537217721714,0.7921175412891999,0.5504875255422554
SonyA57_0072.tiff,0.2741072559107145,0.7961715997489662,0.5394219090936797
SamsungNX2000_0181.tiff,0.318510352505564,0.8002810120270809,0.508036865921847
SonyA57_0121.tiff,0.2732403538459957,0.788228498333123,0.5513941815485768
Canon600D_0011.tiff,0.35613643928129834,0.7813764943247042,0.5124623017675285
SonyA57_0088.tiff,0.308758070750388,0.8121970509218931,0.4949791957449102
FujifilmXM1_0131.tiff,0.643890899886943,0.7390933167464883,0.19785241515700058
SonyA57_0198.tiff,0.4225724763833585,0.821676752158522,0.38246544571432706
SamsungNX2000_0161.tiff,0.3132182019087174,0.7970855972208668,0.5162837482393998
NikonD5200_0066.tiff,0.40816743082061796,0.8233994767044029,0.3942241116169985
Canon1DsMkIII_0212.tiff,0.5863049320495852,0.7756474103697302,0.23370413227211612
Canon1DsMkIII_0094.tiff,0.33914256101767853,0.7550533058619944,0.5611388674947083
PanasonicGX1_0079.tiff,0.32752609359893,0.7813089170206162,0.5313031471729647
SonyA57_0113.tiff,0.2646830090653231,0.8284435369171382,0.493583033391899
Canon1DsMkIII_0149.tiff,0.3616130403802159,0.7617447499088551,0.5375694792427044
NikonD5200_0024.tiff,0.34612776040920995,0.8076160256404884,0.47744311556746394
NikonD5200_0143.tiff,0.290832712880956,0.7931784160831092,0.5350554488818832
NikonD5200_0082.tiff,0.42375884348258575,0.8164594396644544,0.3922020218625938
SonyA57_0214.tiff,0.29060309482835844,0.7961751267137998,0.5307117945537344
Canon1DsMkIII_0204.tiff,0.34464367762086934,0.7542838505227721,0.5588171510579314
Canon1DsMkIII_0002.tiff,0.3487123076347602,0.7731687108681055,0.5297262227213151
PanasonicGX1_0035.tiff,0.6150914537175902,0.7507763503269379,0.24082644238817452
SamsungNX2000_0072.tiff,0.34090269273987395,0.8236991260745187,0.45310606240347007
Canon1DsMkIII_0067.tiff,0.7411320205901929,0.6328767816275807,0.22403193373404118
Canon600D_0178.tiff,0.3574781337267553,0.7749575873042174,0.5212006540545228
SonyA57_0201.tiff,0.552157669260628,0.802883372590773,0.22472249174022835
NikonD5200_0103.tiff,0.31346584567169794,0.7974353409723361,0.5155929019736998
SonyA57_0014.tiff,0.2888443862724522,0.8033914163769853,0.5207025567544988
Canon600D_0180.tiff,0.3764938883099265,0.7858695535492717,0.4905725194805975
NikonD5200_0057.tiff,0.3154470565291632,0.7939800431550009,0.5197007269560723
SonyA57_0012.tiff,0.25211830151830833,0.8015073718446707,0.5422382270904296
Canon1DsMkIII_0072.tiff,0.3083561459697476,0.7450608777403747,0.5914395790809288
FujifilmXM1_0031.tiff,0.3976048447291546,0.7830081513644925,0.4783394425976859
SonyA57_0005.tiff,0.26820711589036716,0.7803814152681184,0.5648626290434692
Canon1DsMkIII_0117.tiff,0.3499501637615197,0.7630764590415046,0.5433683838244222
SonyA57_0261.tiff,0.2875975714922133,0.8044161950309492,0.5198097941013724
FujifilmXM1_0184.tiff,0.3811551737985555,0.7726552236290792,0.5076658732722643
Canon1DsMkIII_0155.tiff,0.3630544318625994,0.7770479539508333,0.5141866944658806
PanasonicGX1_0143.tiff,0.33063438796246103,0.780431852849619,0.5306665851119697
SonyA57_0205.tiff,0.27413380359209294,0.7957693287420533,0.5400016973691414
Canon1DsMkIII_0053.tiff,0.35295743120121614,0.7662458663783577,0.5369248774436877
PanasonicGX1_0025.tiff,0.3413810191435831,0.7888640916464744,0.5110307668617139
PanasonicGX1_0158.tiff,0.3283636607179455,0.7782968064020568,0.535192850722307
FujifilmXM1_0058.tiff,0.3251058372119337,0.7642334888545239,0.5570039220005278
Canon1DsMkIII_0235.tiff,0.4279656649575966,0.7938984630916359,0.4319382130793021
PanasonicGX1_0175.tiff,0.37262417014499194,0.7920224992053172,0.4835820391374349
PanasonicGX1_0034.tiff,0.591388968975443,0.7679075222151928,0.24612420583820277
